id	extent	pages	description	type	rights	identifier	format	date	coverage	publisher	language	contributor	title	creator
274726831	349 S	349				3-85409-038-2	Language material	1982	Österreich		ger		"Vom Positivismus zur ""wissenschaftlichen Weltauffassung"" - am Beispiel der Wirkungsgeschichte von Ernst Mach in Oesterreich von 1895 bis 1934"	Stadler, Friedrich
280656793	239 S	239	Register␟Betr. u. a. Martha Sommer (1863-1944), Marie von Ries-Imchanitzky (1879-1942), Ida Hoff (1880-1952), Clara Emma Herbrand-Winnicki (*1880), Johanna Steiger-Simonett (1905-1979), Lily Oesch-Z'Graggen (1890-1977), Marie Boehlen (1911-1999), Margarita Schwarz-Gagg (1899-1989), Lina Lüthy-Häberli (1877-1954), Hedwig Stämpfli-Schneider (*1908), Emma Häberli (1870-1933), Bertha Wildbolz-Grob (1864-1929), Hedwig Haldimann (1881-1964), Hedwig Emma Wäber (1879-1963), Marie von Sinner-Borchardt (1867-1955), Anna Tumarkin (1875-1951), Willy Neumann alias Wilhelmine Schwenter-Trachsler (1857-1916), Gertrud Woker (1878-1968), Sophie Getzowa (1872-1946) und Anna Fischer (*1897)␟labcud UMA 51447␟3	Biografie		3-905561-32-8	Language material	1999	Bern (Stadt)␟Schweiz	Bern : eFeF-Verlag	ger		Der Doktorhut im Besenschrank - das abenteuerliche Leben der ersten Studentinnen - am Beispiel der Universität Bern	Rogger, Franziska (1949-)
266984916	XVII, 341 S	341	Literaturangaben␟Literaturverz␟Physik (Geschichte)	Beispielsammlung␟Einführung		978-3-527-40890-0␟3-527-40890-8	Language material	2010		Weinheim : Wiley-VCH-Verlag	ger	Löhken, Rudolf	Physik ohne Ende - eine geführte Tour von Kopernikus bis Hawking	Hüfner, Jörg
269909672	539 S	539		biographie␟Biografie␟Biographie		978-3-89244-797-9	Language material	2008	Germany		ger		Schicksale und Karrieren - Gedenkbuch für die von den Nationalsozialisten aus der Kaiser-Wilhelm-Gesellschaft vertriebenen Forscherinnen und Forscher	Rürup, Reinhard
270061800	368 S	368	Literaturangaben	Aufsatzsammlung		978-3-7815-1781-3␟3-7815-1781-0	Language material	2011	Europa␟Europa	Bad Heilbrunn : Klinkhardt	ger	Graf, Peter	Schüler auf dem Weg nach Europa - interkulturelle Bildung und Mehrsprachigkeit in der Schule	
284280062	240 S	240	Literaturangaben␟Includes bibliographical references and index	Biografie␟Biographies		978-3-423-24928-7␟3-423-24928-5	Language material	2012		München : Deutscher Taschenbuch Verlag	ger		Genial gescheitert - Schicksale großer Entdecker und Erfinder	Bührke, Thomas
289387272	452 S	452		Konferenzschrift		978-3-8424-6744-6	Language material	2011			ger	Wolfschmidt, Gudrun␟Astronomische Gesellschaft,	Entwicklung der theoretischen Astrophysik - Proceedings des Kolloquiums des Arbeitskreises Astronomiegeschichte in der Astronomischen Gesellschaft am 26. September 2005 in Köln	
165383984	203 S	203	Includes bibliographical references and index			978-1-58890-504-8	Language material	2008		New York : Thieme	eng	Dines, David M.	Solutions for complex upper extremity trauma -	
165772077	323 S	323	Includes bibliographical references and index			978-1-4020-5938-4 (hbk.) : No price␟1-4020-5938-8 (hbk.) : No price␟978-1-4020-5939-1 (ebk)	Language material	2007		Dordrecht : Springer	eng	Glas, Gerrit	Hearing visions and seeing voices - psychological aspects of biblical concepts and personalities	
164698132	430 S	430					Language material	1951		Berlin : Aufbau-Verlag	ger		Wissenschaftlich betrachtet - vierundsechzig gemeinverständliche Aufsätze über Natur und Gesellschaft	Hollitscher, Walter
163556784	386 S	386				3-527-31307-9␟978-3-527-31307-5␟978-3-527-60996-3 (eBook)	Language material	2006		Weinheim : WILEY-VCH	eng	Bohlen und Halbach, Oliver von␟Dermietzel, Rolf	Neurotransmitters and neuromodulators - handbook of receptors and biological effects	
156566427	382 S	382		Aufsatzsammlung			Language material	1978	Deutschland	Leipzig : Urania-Verlag	ger		Gewalten und Gestalten - Miniaturen und Porträts zur deutschen Novemberrevolution, 1918/1919	
173446345	220 S	220	Literaturverz. S. 213 - 218␟Includes bibliographical references (p. 213-218) and index			978-981-4304-04-7 (paperback)␟981-4304-04-2	Language material	2010		Hackensack, N.J : World Scientific	eng	Mak, Don K.␟Mak, Angela T.␟Mak, Anthony B.	Solving everyday problems with the scientific method - thinking like a scientist	
166477907	238 S	238				978-84-8415-977-3	Language material	2008		Barcelona : Publicacions de l'Abadia de Montserrat	cat		Francesc Pujols i Morgades - el filòsof heterodox	Cuscó i Clarasó, Joan
168589737	360 p	360	Includes bibliographical references and index	Verzeichnis␟Biographie		978-1-61530-002-0 (lib. bdg. : alk. paper)	Language material	2010		New York : Britannica Educational Publishing	eng	Rogers, Kara	The 100 most influential scientists of all time -	
173896561	111 S	111	Diss. Univ. Bern, 2011				Language material	2011		Bern	eng		Classical and quantum spin systems with continuous symmetries in one and two spatial dimensions -	Gerber, Urs
181337339	109 p	109				978-2-08-127221-7␟2-08-127221-0	Language material	2011		[Paris] : Flammarion	fre	Perry-Salkow, Jacques	Anagrammes renversantes, ou, Le sens caché du monde -	Klein, Etienne
164547347	240 S	240	Includes bibliographical references and index			0-06-113032-X	Language material	2006		New York : Smithsonian Books/Collins	eng	Hooper, Dan	Dark cosmos - in search of the universe's missing mass and energy	
169382346	xii, 483 p	483				978-1-84529-802-9 (pbk.)␟1-84529-802-0 (pbk.)	Language material	2008	USA␟United States␟United States	London : Robinson	eng	Encyclopaedia Britannica, Inc.,	The Britannica guide to the 100 most influential Americans -	
261717162	263 S	263					Language material	1949		Weimar : Thüringer Volksverlag	ger		Köpfe und Herzen - Begegnungen mit Zeit und Zeitgenossen	Victor, Walther (1895-1971)
272075728	294 S	294	Includes bibliographical references and index			978-0-300-09887-7 (cl : alk. paper)	Language material	2008	Frankreich␟Frankreich	New Haven : Yale University Press	eng		Surrealism, art, and modern science - relativity, quantum mechanics, epistemology	Parkinson, Gavin
272263427	256 S	256		Biographie␟Biografie		3-86539-923-1␟978-3-86539-923-6	Language material	2007		Wiesbaden : Marixverlag	ger		Die bedeutendsten Astronomen -	Krafft, Fritz
268182949	248 S	248				978-0-415-39557-1 (hbk.) : £29.95␟0-415-39557-7 (hbk.) : £29.95␟978-0-415-39558-8 (pbk.) : £11.95␟0-415-39558-5 (pbk.) : £11.95	Language material	2008		London : Routledge	eng	Moran, Aidan P.	Pure sport - practical sport psychology	Kremer, John
304364355	208 S	208		Lehrbuch		978-3-642-34878-5␟3-642-34878-5	Language material	2013		Berlin : Springer Spektrum	ger		Leiter, Halbleiter, Supraleiter - eine Einführung in die Festkörperphysik : für Physiker, Ingenieure und Naturwissenschaftler	Huebener, Rudolf
298049058	394 S	394		Biografie		978-981-256-560-0␟981-256-560-4	Language material	2007			eng	Huebener, Rudolf (1931-)	Walther Nernst - pioneer of physics and of chemistry	Bartel, Hans-Georg
280054033	160 S	160		Biographie		978-0-85331-968-9 (hbk.) : £35.00␟0-85331-968-5 (hbk.) : £35.00	Language material	2007		Aldershot : Lund Humphries	eng	Fripp, Robert S.P.␟Burtin, Will (1900-1972)	Design and science - the life and work of Will Burtin	Remington, R. Roger
294066268	XIX, 332 S	332	Literaturverz	Aufsatzsammlung		0-253-33058-0 (cloth : alk. paper)	Language material	1996		Bloomington [etc.] : Indiana University Press	eng	Cohen, Cynthia B.␟United States,	New ways of making babies - the case of egg donation	
360956289	254 Seiten	254				978-3-8300-8862-2␟3-8300-8862-0	Language material	2016			ger		Atomistik in der Geschichte - Betrachtungen zur Geschichte des Materieaufbaus	Franik, Roland [Verfasser]
268522243	123 S	123	Includes bibliographical references (p. 111-119) and index	Einführung		978-0-19-959441-2	Language material	2011			eng		Reality - a very short introduction	Westerhoff, Jan
279801505	584 S	584	Der Textteil entspricht dem der Erstausgabe von 1957	anthologie␟Anthologie		3-472-86447-8	Language material	1977		Darmstadt : Luchterhand	ger	Otten, Karl	Ahnung und Aufbruch - expressionistische Prosa	
279801610	584 S	584	Literaturverz␟Nachdruck der Ausgabe von␟1977	Ausgabe␟Anthologie		3-472-61511-7	Language material	1984			ger	Otten, Karl	Ahnung und Aufbruch - expressionistische Prosa	
258831367	473 S	473		Online-Ressource␟Aufsatzsammlung		3-527-31019-3␟978-3-527-31019-7	Language material	2005			eng	Briggs, Winslow R.	Handbook of photosensory receptors -	
292340826	111 S	111		Beispielsammlung		3-925169-90-3␟3-925169-91-1	Language material	1996			ger		Kinderleichte Kanons - zum Singen, Spielen, Sprechen und Bewegen	Hering, Wolfgang
166954276	126 S	126				978-3-7913-3915-3␟3-7913-3915-X	Language material	2008	Berlin␟Berlin (Stadt, Deutschland)␟Berlin (Germany)	München : Prestel	ger		Wer lebte wo in Berlin -	Kruse, Christiane
297308580	371 S	371		Autobiografie			Language material	1981			ger		Ausgangspunkte - meine intellektuelle Entwicklung	Popper, Karl R.
327285990	83 S	83	Besprechung: Davoser Revue, 88(2013)2, S. 49-50␟Literaturverz			978-88-86917-13-1	Language material	2013	Davos␟Schweiz	Davos Platz : K. Bergamin	ger		Davos von 1860-1950 - Zeit des Krankseins - Zeit des Gesundens	Bergamin, Klaus
355648695	185 Seiten	185	Hier auch später erschienene, unveränderte Auflagen␟Literaturverz	Führer		978-3-8392-1792-4	Language material	2015	Bern		ger	Blatter, Andreas (1952-) [Fotograf]	Bern - Porträt einer Stadt	Rutschi, Sandra (1979-) [Verfasser]
357784901	399 S	399		Anthologies␟Erlebnisbericht␟[Anthologies]␟Anthologie		978-3-85869-686-1	Language material	2016	Spanien	Zürich : Rotpunktverlag	ger	Hackl, Erich (1954-)	So weit uns Spaniens Hoffnung trug - Erzählungen und Berichte aus dem Spanischen Bürgerkrieg : 46 Texte deutschsprachiger Frauen und Männer aus sechs Ländern	
263739066	237 S	237		Einführung		978-3-492-25115-0	Language material	2008			ger		Mathematik für Sonntagmorgen - 50 Geschichten aus Mathematik und Wissenschaft	Szpiro, George G.
294187243	660 S	660	Enthält: Buch 1, Buch 2␟Novelly moej žizni			3-362-00004-5	Language material	1986	Sowjetunion	Berlin : Henschelverlag Kunst und Gesellschaft	ger	Ahrndt, Erich (1932-)	Novellen meines Lebens -	Sac, Natalʹja Ilʹinična (1903-1993)
315492260	527 S	527	Weitere Verf.: Rainer Christoph Schwinges, Armand Baeriswyl, Olivia Franz-Klauser, Karin Huser, Angela Bhend, Ron Epstein, Judith Hélène Stalder, Vladimir Medem, Shifra Kuperman, Sandrine Mayoraz, Thomas Staubli, Stefanie Leuenberger, Monika Kneubühler, Hans-Rudolf Ott, Fanziska Rogger, Patrik Kury, Hannah Einhaus, Ulrike Gehring, Dan Diner, Daniel Gerson, Jonathan Kreutner, Daniel Gerson, Peter Abelin, Richard Staub␟Includes index	Études diverses␟Aufsatzsammlung		978-3-0340-1219-5	Language material	2014	Kanton Bern␟Bern (Switzerland)␟Bern (Switzerland)␟Bern (Switzerland : Canton)␟Berne (Suisse, canton)␟Bern␟Bern		ger	Bloch, René S. (1969-)␟Picard, Jacques (1952-)␟Schwinges, Rainer Christoph␟Baeriswyl, Armand (1962-)␟Franz-Klauser, Olivia␟Huser Bugmann, Karin␟Bhend, Angela␟Epstein, Ron␟Stalder, Judith Hélène␟Medem, Vladimir␟Kuperman, Shifra (1973-)␟Mayoraz, Sandrine␟Staubli, Thomas (1962-)␟Leuenberger, Stefanie (1972-)␟Kneubühler, Monika␟Ott, Hans Rudolf␟Rogger, Franziska (1949-)␟Kury, Patrick␟Einhaus, Hannah (1962-)␟Gehring, Ulrike␟Diner, Dan (1946-)␟Gerson, Daniel␟Kreutner, Jonathan␟Abelin, Peter␟Staub, Richard	Wie über Wolken - jüdische Lebens- und Denkwelten in Stadt und Region Bern, 1200-2000	
168557347	499 p	499				978-1-4160-4984-5 (hbk.)	Language material	2009		Philadelphia, Pa : Saunders/Elsevier	eng	Hanssen, Arlen D.	Total knee replacement -	
273514229	149 S	149	Auf dem Umschlag : Antwort auf die Trauerbotschaft des Bundesrates gegen die Armeeabschaffung␟Bibliogr␟1900853051␟dea␟ps␟NB056-2002␟nt			3-909092-00-4	Language material	1988	Schweiz␟Schweiz␟Europe␟Switzerland␟Suisse␟Suisse␟Suisse	Zürich : Verl. für globalhumanistische Bildung	ger		Der überwundene Krieg in Europa ermöglicht die Abschaffung der Armee in der Schweiz -	Meier, Max
355378531	223 Seiten	223	Dissertation␟Technische Universität Aachen	Hochschulschrift		978-3-7319-0001-6	Language material	2014			ger		"""Sasha Stone sieht noch mehr"" - ein Fotograf zwischen Kunst und Kommerz"	Hammers, Birgit (1978-) [Verfasser]
157476510	309 S	309	Widmung Helmut Donats an die Studienbibliothek zur Geschichte der Arbeiterbewegung	Aufsatzsammlung		3-88314-210-7	Language material	1982		Bremerhaven : Wirtschaftsverlag NW	ger	Donat, Helmut␟Donat, Helmut	Friedenszeichen Lebenszeichen - Pazifismus zwischen Verächtlichmachung und Rehabilitierung : ein Lesebuch zur Friedenserziehung	
265050987	388 S	388	1900834639␟dea␟ps␟NB076-2000␟nt	Aufsatzsammlung␟anthologie␟Anthologie		3-88680-014-8	Language material	1981			ger	Rössner, Hans	Der nahe und der ferne Gott - nichttheologische Texte zur Gottesfrage im 20. Jahrhundert : ein Lesebuch	
290301858	228 S	228	Nur 1 Band erschienen				Language material	1946		Rudolstadt : Greifenverlag	ger	Witsch, Joseph Caspar (1906-1967)	Almanach der Unvergessenen - ein Gedenkbüchlein	
17188518X	426 S	426				978-90-481-9883-2␟978-90-481-9884-9 (eBook)	Language material	2011		Dordrecht : Springer Verlag	eng	Machado, J.A. Tenreiro	Nonlinear Science and Complexity -	
272130435	363 S	363				1-59102-242-8	Language material	2004		Amherst, N.Y : Prometheus Books	eng	Hill, Christopher T. (1951-)	Symmetry and the beautiful universe -	Lederman, Leon M. (1922-)
27942857X	443 p	443	Bibliogr.: p. 409-416			978-1-4000-4417-7	Language material	2008		New York : A.A. Knopf	eng		The age of entanglement - when quantum physics was reborn	Gilder, Louisa
282034153	XXXII, 716 S	716	Wesentlich erg. Diss. Univ. Stuttgart, 2000␟Theodor Kaluza (1885-1954)␟Titel der Diss	Hochschulschrift␟Biographie		978-3-938016-03-9␟3-938016-03-5	Language material	2007		Göttingen : Termessos Verlag	ger		Der Erfinder der 5. Dimension - Theodor Kaluza : Leben und Werk	Wuensch, Daniela
266891845	2 Teile (1070 S.)	2		Aufsatzsammlung		978-3-8334-7022-6␟978-3-8334-7023-3	Language material	2006	Deutschland		ger		Philosophische Abhandlungen und Kritiken 1896-1946 -	Friedlaender, Salomo (1871-1946)
164939385	191 S	191	Literaturverz. S. 171 - 184			3-935025-80-7	Language material	2005	Deutschland	Heidelberg : Synchron Wissenschaftsverlag der Autoren	ger	Hentschel, Klaus	Die Mentalität deutscher Physiker in der frühen Nachkriegszeit - (1945-1949)	
172820448	338 S	338	Literaturangaben	Aufsatzsammlung		978-1-60406-246-5␟1-60406-246-0	Language material	2011		New York : Thieme	eng	Strauch, Berish	Encyclopedia of body sculpting after massive weight loss -	
169617173	xxxi, 447 p	447	Includes bibliographical references			978-1-57233-648-3 (hardcover : alk. paper)␟1-57233-648-X (hardcover : alk. paper)	Language material	2009	USA␟United States␟USA␟United States␟United States	Knoxville : University of Tennessee Press	eng	Mariner, Rosemary B.	The atomic bomb and American society - new perspectives	
271179996	XIV, 474 S	474	Mit Übungsaufgaben	Lehrbuch		978-3-658-00712-6␟3-658-00712-5␟978-3-658-00713-3 (eBook)␟9783658007126	Language material	2013		Wiesbaden : Springer Spektrum	ger		Die spezielle Relativitätstheorie - Einsteins Welt in einer neuen Axiomatik	Günther, Helmut
282312374	210 p	210	Includes bibliographical references			978-3-8260-4294-2 (pbk.)␟3-8260-4294-8 (pbk.)	Language material	2010		Würzburg : Königshausen & Neumann	ger	Schiffter, Henning	Das Alphatierprinzip - zur Naturgeschichte von Heldentum, Personenkult und Götterglauben und auch: über den physiologischen Schwachsinn des Mannes	Schiffter, Roland
341452130	405 S	405	Literaturangaben␟Literaturangaben			978-3-495-48727-3␟3-495-48727-1␟9783495487273	Language material	2015			ger	Pietschmann, Herbert␟Hagen, Jörg von	Quantenphysik und Kommunikationswissenschaft - auf dem Weg zu einer allgemeinen Theorie der Kommunikation	Hamberger, Erich
29029701X	208 S	208	Text engl. und dt.␟Plakat␟Der Mensch als Industriepalast	Bildband␟Biographie		978-3-211-99181-7	Language material	2009			eng		Fritz Kahn - man machine, Maschine Mensch	Debschitz, Uta von
304266043	304 Seiten	304	Register␟Literaturangaben: S. 293-297␟The scientists. An epic of discovery	Biografie␟Biographie␟Biographies		978-3-86964-075-4	Language material	2013			ger	Robinson, Andrew (1957-) [Herausgeber]␟Fehrmann, Dominik (1971-) [Übersetzer]	Faszination Forschung - die großen Naturwissenschaftler	
268213143	507 S	507	Übers. aus dem Engl.␟Bibliogr. Karl R. Popper S. 357-402␟Acknowledgements	Autobiographie␟Autobiografie␟Bibliographie␟Bibliografie		978-3-16-150288-0␟978-3-16-152069-3	Language material	2012			ger		Ausgangspunkte - meine intellektuelle Entwicklung	Popper, Karl R. (1902-1994)
291554490	118 S	118	Collection of texts published previously	Ausgabe␟Anthologie		978-3-458-35302-7	Language material	2010			ger	Lubrich, Oliver	Liebesgedichte -	Schrott, Raoul (1964-)
273591754	318 S	318	Beitr. teilw. dt., teilw. engl␟Literaturangaben	Aufsatzsammlung		3-211-83476-1	Language material	2000			ger	Albrecht, Jürgen␟Fecht, Tom	Umzug ins Offene - vier Versuche über den Raum	
304667293	128 S	128	100 people who made history␟Jugendliche (12-15 Jahre)␟Jugendliche (15-18 Jahre)	Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Allgemeines, Nachschlagewerke␟Kindersachbuch		978-3-8310-2173-4	Language material	2012			ger		100 Menschen, die die Welt verändert haben -	Gilliland, Ben
291709605	396 S	396	Beitr. des 3. Münsterschen Bildungskongresses an der Univ. Münster vom 9. bis 12. September 2009	Kongress␟Konferenzschrift		978-3-643-11543-0	Language material	2012			ger	Münsterscher Bildungskongress,	Individuelle Förderung multipler Begabungen - allgemeine Forder- und Förderkonzepte	
360862012	XI, 391 S	391	Register␟Literaturverz	Lehrbuch		978-3-662-47838-7␟9783662478387	Language material	2016		Berlin [etc.] : Springer Spektrum	ger		Gravitation und Physik kompakter Objekte - eine Einführung in die Welt der Weissen Zwerge, Neutronensterne und Schwarzen Löcher	Camenzind, Max (1944-)
270250468	646 S	646				0-7139-9503-3	Language material	2002			eng		Science - a history : 1543-2001	Gribbin, John
289811910	699 S	699		Anthologies␟Anthologie			Language material	1969		Berlin : Aufbau-Verlag	ger	Reso, Martin	Expressionismus - Lyrik	
163907137	315 S	315				3-436-01733-7	Language material	1973		Frankfurt am Main : Fischer-Taschenbuch-Verlag	ger	Kesten, Hermann (1900-1996)	Deutsche Literatur im Exil - Briefe europäischer Autoren, 1933-1949	
265475244	208 S	208		Ausgabe␟Belletristische Darstellung␟Anthologie		3-7609-0596-X	Language material	1981		Köln : Pahl-Rugenstein	ger	Bosch, Manfred	Nie wieder! - Texte gegen den Krieg	
172037646	335 S	335	Includes bibliographical references and index	Biographie		978-1-55407-780-9␟1-55407-780-X␟978-1-55407-741-0␟1-55407-741-9	Language material	2010		Buffalo : Firefly Books	eng	Worek, Michael	Nobel - a century of prize winners	
166361097	xvi, 402 p	402	Includes bibliographical references (p. [347]-359) and index	Biographie		978-1-4022-0796-9 (pbk.)␟1-4022-0796-4 (pbk.)	Language material	2007		Naperville, Ill : Sourcebooks	eng		Extraordinary comebacks - 201 inspiring stories of courage, triumph, and success	Sarkett, John A.
483009784	617 Seiten	617		Wörterbuch		978-2-259-24944-7	Language material	2017	Switzerland␟Schweiz␟Switzerland␟Switzerland		fre	Bouldouyre, Alain (19XX-) [Illustrator]	Dictionnaire amoureux de la Suisse -	Arditi, Metin (1945-) [Zusammenstellender]
174608012	1 Band	1				978-0-8194-8466-6	Language material	2011		Bellingham, Washington : SPIE	eng	Becker, Holger␟SPIE,	Microfluidics, bioMEMS, and medical microsystems IX - 23-25 January 2011, San Francisco, California, United States	
41204594X	382 S	382	Includes bibliographical references and index			978-0-19-518326-9 (alk. paper)	Language material	2010		New York : Oxford University Press	eng	Scelsa, Stephen N.␟Schaumburg, Herbert H.	Peripheral neuropathies in clinical practice -	Herskovitz, Steven
332838692	619 S	619				978-3-476-02426-8␟3-476-02426-1	Language material	2012		Stuttgart : Metzler	ger	Lang, Peter Christian	Geschichte der Philosophie - von den Anfängen bis zur Gegenwart und östliches Denken	Helferich, Christoph
278311695	479 S	479		Kongress␟Aufsatzsammlung␟Konferenzschrift		978-3-05-004315-9	Language material	2008			ger		Das Charisma - Funktionen und symbolische Repräsentationen	
368862704	680 Seiten	680		Biography␟Aufsatzsammlung␟Biographies␟History␟Biografie␟[Biographies]		978-0-691-16423-6	Language material	2016			eng	Picard, Jacques (1952-) [Herausgeber]␟Revel, Jacques (1942-) [Herausgeber]␟Steinberg, Michael P. (1956-) [Herausgeber]␟Zerṭal, ʿIdit (1945-) [Herausgeber]	Makers of Jewish modernity - thinkers, artists, leaders, and the world they made	
330214446	230 S	230	Diss. Univ. Mainz, 2014	Hochschulschrift		978-3-7720-8545-1␟3-7720-8545-8	Language material	2014			ger		Die Poetik des Experiments - provozierte Erfahrung und künstlerische Erkenntnis bei Friedrich Dürrenmatt	Kriens, Jochen
164852956	474 S	474	Includes index	Handbuch		978-0-7020-2811-3	Language material	2008		Edinburgh : Saunders	eng	Raine, Cedric S.	Multiple sclerosis - a comprehensive text	
164901116	424 S	424					Language material	1985		Leipzig : Urania-Verlag	ger	Bock, Helmut (1928-)	Sturz ins Dritte Reich - historische Miniaturen und Porträts 1933/35	
164720294	372 S	372	Includes bibliographical references and index			978-0-521-88330-6␟978-0-521-70972-9 (pbk.)	Language material	2007		Cambridge : Cambridge University Press	eng		The moral demands of memory -	Blustein, Jeffrey (1947-)
171332393	232 S	232		Ausgabe		978-3-938442-74-6␟3-938442-74-3	Language material	2010		[Leipzig] : Plöttner	ger		Wegen Schweigens zeige ich mich an - Archäologie der einst verschütteten Wörter	Bernhof, Reinhard
15762045X	336 S	336	Berlin, 1922				Language material	1985		Köln : Bund-Verlag	ger	Fabian, Walter (1902-1992)	Die Friedensbewegung - ein Handbuch der Weltfriedensströmungen der Gegenwart	
168493748	168 S	168					Language material	1949		Berlin : Allgemeiner Deutscher Verlag	ger		Zeitgedichte, Zeitgeschichte - von 1925 - 1950	Schnog, Karl
172035945	101 S	101	Diss. Univ. Bern, 2010				Language material	2010		Bern	eng		Study of physics background and track reconstruction efficiency for the data analysis of the OPERA experiment -	Knüsel, Jonas
167740660	384 S	384	Includes bibliographical references	Aufsatzsammlung		978-0-07-159297-0␟0-07-159297-0␟978-0-07-159297-0␟0-07-159297-0 (hardcover)␟978-0-07-163654-4␟0-07-163654-4	Language material	2009		New York : McGraw-Hill Medical	eng	Levitov, Alexander␟Mayo, Paul H.␟Slonim, Anthony D.	Critical care ultrasonography -	
169104346	185 S	185				3-88520-423-1	Language material	1992		Berlin : Elefanten Press	ger		Berliner Köpfe - wer lebte wo? : ein touristisches Adressbuch	Schubert, Dieter H.
168396548	352 p	352	Includes bibliographical references and index	Zeittafel		978-1-4262-0544-6 (trade)␟1-4262-0544-9 (trade)	Language material	2010		Washington, D.C : National Geographic	eng	Goddard, Jolyon	Concise history of science & invention - an illustrated time line	
166774006	329 S	329	Includes bibliographical references and index			978-1-60406-001-0 (alk. paper)␟1-60406-001-8 (alk. paper)␟978-1-60406-002-7 (alk. paper)␟1-60406-002-6 (alk. paper)	Language material	2008		New York : Thieme	eng	Madell, Jane R.	Pediatric audiology - diagnosis, technology, and management	
197016340	359 S	359		Aufsatzsammlung␟Jugendsachbuch␟Biographie		978-3-401-50050-8␟3-401-50050-3	Language material	2008		Würzburg : Arena	ger	Kock, Hauke␟Ebersbach, Volker	Allgemeinbildung - grosse Persönlichkeiten - das muss man wissen	Zimmermann, Martin
181652900	533 p	533		Biographie		978-2-35204-137-5 (br)␟2-35204-137-6 (br)	Language material	2011		Paris : Les Arènes	fre	Subtil, Marie-Pierre	"""Le Monde"" - les grands portraits, 1944-2011"	
182848213	536 S	536	Includes bibliographical references and author index␟Akron ; American Chemical Society			978-1-62276-016-9 (pbk.)␟1-62276-016-6 (pbk.)	Language material	2012		Red Hook : Curran	eng	American Chemical Society,␟American Chemical Society, [Rubber Division] [Meeting]	181st Spring Technical Meeting and Educational Symposium of the Rubber Division, American Chemical Society 2012 - San Antonio, Texas, USA, 23-25 April 2012	
262918188	XVI, 238 p	238				0-7506-3585-1	Language material	2000		Oxford [etc.] : Architectural Press	eng		Architecture of schools - the new learning environments	Dudek, Mark
262781255	580 S	580		Wörterbuch		3-937715-60-6	Language material	2004		Wiesbaden : Marix	ger	Dümotz, Irmtraud␟Golowin, Sergius (1930-2006)	Lexikon der Symbole -	Bauer, Wolfgang (1940-)
271252863	419 S	419	Überarb. Beiträge zu einer Tagung in Hannover im Jahr 2008	Kongress␟Konferenzschrift		978-3-86110-509-1	Language material	2012			ger	Hansen-Kokoruš, Renate	Sprachbilder und kulturelle Kontexte - eine deutsch-russische Fachtagung	
271644486	224 p	224				978-0-500-51367-5	Language material	2007		London : Thames & Hudson	eng		The story of measurement - with 334 illustrations, 153 in color	Robinson, Andrew
280503849	viii, 111 S	111	Diss. Univ. Bern, 2010	Hochschulschrift			Language material	2010		Bern	eng		Dirac-born-infeld actions and the dilaton in N = 2 supersymmetry -	Ambrosetti, Nicola
282114319	251 S	251		Quelle␟Aufsatzsammlung		978-3-03823-663-4	Language material	2010		Zürich : Verlag Neue Zürcher Zeitung	ger	Weber, Monika	Jeanne Hersch - erlebte Zeit - Menschsein im Hier und Jetzt : Vorträge - Gespräche - Abhandlungen	Hersch, Jeanne
280088434	204 S	204	Diss. Univ. Bern, 2011	Hochschulschrift			Language material	2011		Bern	eng		Determination of the quark mass ratio Ǫ from η → 3π -	Lanz, Stefan
282856846	xxiv, 173 p	173	Literaturverz			978-1-85604-745-6	Language material	2011		London : Facet	eng		Facilitating access to the web of data - a guide for librarians	Stuart, David
320675386	viii, 148 p	148	Includes bibliographical references			978-0-12-398498-2␟0-12-398498-X	Language material	2013		London : Elsevier	eng		How the great scientists reasoned - the scientific method in action	Tibbetts, Gary G.
361676077	305 S	305		Lehrbuch		978-3-8348-1868-3	Language material	2013			ger		Quantum Computing verstehen - Grundlagen - Anwendungen - Perspektiven	Homeister, Matthias
292086857	258 S	258				3-85546-058-2	Language material	1992		Glarus : Baeschlin	ger		Jeder ein Genie -	Zwicky, Fritz (1898-1974)
167150022	144 S	144				1-932864-65-2	Language material	2006	Zürich␟Bern␟Bern␟Zürich␟Bern (Switzerland)␟Zurich (Switzerland)	Morgantown, Pa : Masthof Press	eng		Anabaptist and Reformed walking tours of the cities of Zürich and Bern, Switzerland -	Wenger, Samuel E.
263847462	120 S	120	Schulrecht␟Mediation			3-472-04445-4	Language material	2001	Deutschland		ger		Mediation in Schulen - schulrechtliche und pädagogische Aspekte	Simsa, Christiane
280406290	XIV, 304 S	304	Why beauty is truth - A history of symmetry	Einführung		978-3-8274-2019-0	Language material	2008		Heidelberg : Spektrum, Akad. Verl	ger	Filk, Thomas	Die Macht der Symmetrie - warum Schönheit Wahrheit ist	Stewart, Ian (1945-)
305115936	278 S	278		Bestseller 2013		978-0-330-51249-7␟0-330-51249-8␟978-1-4472-4183-6␟1-4472-4183-5	Language material	2013			eng		Daily rituals - how great minds make time, find inspiration, and get to work	Currey, Mason
263720748	541 S	541		Aufsatzsammlung		978-3-518-29651-6 (pbk.)␟3-518-29651-5	Language material	2013		Berlin : Suhrkamp	ger	Köhler, Sigrid G.	Materie - Grundlagentexte zur Theoriegeschichte	
